PRDHA,MAKTX,MATNR,EAN11
01-01-00548,Test Product 548,MAT00548,400000000548
01-01-00549,Test Product 549,MAT00549,400000000549
01-01-00550,Test Product 550,MAT00550,400000000550
01-01-00551,Test Product 551,MAT00551,400000000551
01-01-00552,Test Product 552,MAT00552,400000000552
01-01-00553,Test Product 553,MAT00553,400000000553
01-01-00554,Test Product 554,MAT00554,400000000554
01-01-00555,Test Product 555,MAT00555,400000000555
01-01-00556,Test Product 556,MAT00556,400000000556
01-01-00557,Test Product 557,MAT00557,400000000557
01-01-00558,Test Product 558,MAT00558,400000000558
01-01-00559,Test Product 559,MAT00559,400000000559
01-01-00560,Test Product 560,MAT00560,400000000560
01-01-00561,Test Product 561,MAT00561,400000000561
01-01-00562,Test Product 562,MAT00562,400000000562
01-01-00563,Test Product 563,MAT00563,400000000563
01-01-00564,Test Product 564,MAT00564,400000000564
01-01-00565,Test Product 565,MAT00565,400000000565
01-01-00566,Test Product 566,MAT00566,400000000566
01-01-00567,Test Product 567,MAT00567,400000000567
01-01-00568,Test Product 568,MAT00568,400000000568
01-01-00569,Test Product 569,MAT00569,400000000569
01-01-00570,Test Product 570,MAT00570,400000000570
01-01-00571,Test Product 571,MAT00571,400000000571
01-01-00572,Test Product 572,MAT00572,400000000572
01-01-00573,Test Product 573,MAT00573,400000000573
01-01-00574,Test Product 574,MAT00574,400000000574
01-01-00575,Test Product 575,MAT00575,400000000575
01-01-00576,Test Product 576,MAT00576,400000000576
01-01-00577,Test Product 577,MAT00577,400000000577
01-01-00578,Test Product 578,MAT00578,400000000578
01-01-00579,Test Product 579,MAT00579,400000000579
01-01-00580,Test Product 580,MAT00580,400000000580
01-01-00581,Test Product 581,MAT00581,400000000581
01-01-00582,Test Product 582,MAT00582,400000000582
01-01-00583,Test Product 583,MAT00583,400000000583
01-01-00584,Test Product 584,MAT00584,400000000584
01-01-00585,Test Product 585,MAT00585,400000000585
01-01-00586,Test Product 586,MAT00586,400000000586
01-01-00587,Test Product 587,MAT00587,400000000587
01-01-00588,Test Product 588,MAT00588,400000000588
01-01-00589,Test Product 589,MAT00589,400000000589
01-01-00590,Test Product 590,MAT00590,400000000590
01-01-00591,Test Product 591,MAT00591,400000000591
01-01-00592,Test Product 592,MAT00592,400000000592
01-01-00593,Test Product 593,MAT00593,400000000593
01-01-00594,Test Product 594,MAT00594,400000000594
01-01-00595,Test Product 595,MAT00595,400000000595
01-01-00596,Test Product 596,MAT00596,400000000596
01-01-00597,Test Product 597,MAT00597,400000000597
01-01-00598,Test Product 598,MAT00598,400000000598
01-01-00599,Test Product 599,MAT00599,400000000599
01-01-00600,Test Product 600,MAT00600,400000000600
01-01-00601,Test Product 601,MAT00601,400000000601
01-01-00602,Test Product 602,MAT00602,400000000602
01-01-00603,Test Product 603,MAT00603,400000000603
01-01-00604,Test Product 604,MAT00604,400000000604
01-01-00605,Test Product 605,MAT00605,400000000605
01-01-00606,Test Product 606,MAT00606,400000000606
01-01-00607,Test Product 607,MAT00607,400000000607
01-01-00608,Test Product 608,MAT00608,400000000608
01-01-00609,Test Product 609,MAT00609,400000000609
01-01-00610,Test Product 610,MAT00610,400000000610
01-01-00611,Test Product 611,MAT00611,400000000611
01-01-00612,Test Product 612,MAT00612,400000000612
01-01-00613,Test Product 613,MAT00613,400000000613
01-01-00614,Test Product 614,MAT00614,400000000614
01-01-00615,Test Product 615,MAT00615,400000000615
01-01-00616,Test Product 616,MAT00616,400000000616
01-01-00617,Test Product 617,MAT00617,400000000617
01-01-00618,Test Product 618,MAT00618,400000000618
01-01-00619,Test Product 619,MAT00619,400000000619
01-01-00620,Test Product 620,MAT00620,400000000620
01-01-00621,Test Product 621,MAT00621,400000000621
01-01-00622,Test Product 622,MAT00622,400000000622
01-01-00623,Test Product 623,MAT00623,400000000623
01-01-00624,Test Product 624,MAT00624,400000000624
01-01-00625,Test Product 625,MAT00625,400000000625
01-01-00626,Test Product 626,MAT00626,400000000626
01-01-00627,Test Product 627,MAT00627,400000000627
01-01-00628,Test Product 628,MAT00628,400000000628
01-01-00629,Test Product 629,MAT00629,400000000629
01-01-00630,Test Product 630,MAT00630,400000000630
01-01-00631,Test Product 631,MAT00631,400000000631
01-01-00632,Test Product 632,MAT00632,400000000632
01-01-00633,Test Product 633,MAT00633,400000000633
01-01-00634,Test Product 634,MAT00634,400000000634
01-01-00635,Test Product 635,MAT00635,400000000635
01-01-00636,Test Product 636,MAT00636,400000000636
01-01-00637,Test Product 637,MAT00637,400000000637
01-01-00638,Test Product 638,MAT00638,400000000638
01-01-00639,Test Product 639,MAT00639,400000000639
01-01-00640,Test Product 640,MAT00640,400000000640
01-01-00641,Test Product 641,MAT00641,400000000641
01-01-00642,Test Product 642,MAT00642,400000000642
01-01-00643,Test Product 643,MAT00643,400000000643
01-01-00644,Test Product 644,MAT00644,400000000644
01-01-00645,Test Product 645,MAT00645,400000000645
01-01-00646,Test Product 646,MAT00646,400000000646
01-01-00647,Test Product 647,MAT00647,400000000647
01-01-00648,Test Product 648,MAT00648,400000000648
01-01-00649,Test Product 649,MAT00649,400000000649
01-01-00650,Test Product 650,MAT00650,400000000650
01-01-00651,Test Product 651,MAT00651,400000000651
01-01-00652,Test Product 652,MAT00652,400000000652
01-01-00653,Test Product 653,MAT00653,400000000653
01-01-00654,Test Product 654,MAT00654,400000000654
01-01-00655,Test Product 655,MAT00655,400000000655
01-01-00656,Test Product 656,MAT00656,400000000656
01-01-00657,Test Product 657,MAT00657,400000000657
01-01-00658,Test Product 658,MAT00658,400000000658
01-01-00659,Test Product 659,MAT00659,400000000659
01-01-00660,Test Product 660,MAT00660,400000000660
01-01-00661,Test Product 661,MAT00661,400000000661
01-01-00662,Test Product 662,MAT00662,400000000662
01-01-00663,Test Product 663,MAT00663,400000000663
01-01-00664,Test Product 664,MAT00664,400000000664
01-01-00665,Test Product 665,MAT00665,400000000665
01-01-00666,Test Product 666,MAT00666,400000000666
01-01-00667,Test Product 667,MAT00667,400000000667
01-01-00668,Test Product 668,MAT00668,400000000668
01-01-00669,Test Product 669,MAT00669,400000000669
01-01-00670,Test Product 670,MAT00670,400000000670
01-01-00671,Test Product 671,MAT00671,400000000671
01-01-00672,Test Product 672,MAT00672,400000000672
01-01-00673,Test Product 673,MAT00673,400000000673
01-01-00674,Test Product 674,MAT00674,400000000674
01-01-00675,Test Product 675,MAT00675,400000000675
01-01-00676,Test Product 676,MAT00676,400000000676
01-01-00677,Test Product 677,MAT00677,400000000677
01-01-00678,Test Product 678,MAT00678,400000000678
01-01-00679,Test Product 679,MAT00679,400000000679
01-01-00680,Test Product 680,MAT00680,400000000680
01-01-00681,Test Product 681,MAT00681,400000000681
01-01-00682,Test Product 682,MAT00682,400000000682
01-01-00683,Test Product 683,MAT00683,400000000683
01-01-00684,Test Product 684,MAT00684,400000000684
01-01-00685,Test Product 685,MAT00685,400000000685
01-01-00686,Test Product 686,MAT00686,400000000686
01-01-00687,Test Product 687,MAT00687,400000000687
01-01-00688,Test Product 688,MAT00688,400000000688
01-01-00689,Test Product 689,MAT00689,400000000689
01-01-00690,Test Product 690,MAT00690,400000000690
01-01-00691,Test Product 691,MAT00691,400000000691
01-01-00692,Test Product 692,MAT00692,400000000692
01-01-00693,Test Product 693,MAT00693,400000000693
01-01-00694,Test Product 694,MAT00694,400000000694
01-01-00695,Test Product 695,MAT00695,400000000695
01-01-00696,Test Product 696,MAT00696,400000000696
01-01-00697,Test Product 697,MAT00697,400000000697
01-01-00698,Test Product 698,MAT00698,400000000698
01-01-00699,Test Product 699,MAT00699,400000000699
01-01-00700,Test Product 700,MAT00700,400000000700
01-01-00701,Test Product 701,MAT00701,400000000701
01-01-00702,Test Product 702,MAT00702,400000000702
01-01-00703,Test Product 703,MAT00703,400000000703
01-01-00704,Test Product 704,MAT00704,400000000704
01-01-00705,Test Product 705,MAT00705,400000000705
01-01-00706,Test Product 706,MAT00706,400000000706
01-01-00707,Test Product 707,MAT00707,400000000707
01-01-00708,Test Product 708,MAT00708,400000000708
01-01-00709,Test Product 709,MAT00709,400000000709
01-01-00710,Test Product 710,MAT00710,400000000710
01-01-00711,Test Product 711,MAT00711,400000000711
01-01-00712,Test Product 712,MAT00712,400000000712
01-01-00713,Test Product 713,MAT00713,400000000713
01-01-00714,Test Product 714,MAT00714,400000000714
01-01-00715,Test Product 715,MAT00715,400000000715
01-01-00716,Test Product 716,MAT00716,400000000716
01-01-00717,Test Product 717,MAT00717,400000000717
01-01-00718,Test Product 718,MAT00718,400000000718
01-01-00719,Test Product 719,MAT00719,400000000719
01-01-00720,Test Product 720,MAT00720,400000000720
01-01-00721,Test Product 721,MAT00721,400000000721
01-01-00722,Test Product 722,MAT00722,400000000722
01-01-00723,Test Product 723,MAT00723,400000000723
01-01-00724,Test Product 724,MAT00724,400000000724
01-01-00725,Test Product 725,MAT00725,400000000725
01-01-00726,Test Product 726,MAT00726,400000000726
01-01-00727,Test Product 727,MAT00727,400000000727
01-01-00728,Test Product 728,MAT00728,400000000728
01-01-00729,Test Product 729,MAT00729,400000000729
01-01-00730,Test Product 730,MAT00730,400000000730
01-01-00731,Test Product 731,MAT00731,400000000731
01-01-00732,Test Product 732,MAT00732,400000000732
01-01-00733,Test Product 733,MAT00733,400000000733
01-01-00734,Test Product 734,MAT00734,400000000734
01-01-00735,Test Product 735,MAT00735,400000000735
01-01-00736,Test Product 736,MAT00736,400000000736
01-01-00737,Test Product 737,MAT00737,400000000737
01-01-00738,Test Product 738,MAT00738,400000000738
01-01-00739,Test Product 739,MAT00739,400000000739
01-01-00740,Test Product 740,MAT00740,400000000740
01-01-00741,Test Product 741,MAT00741,400000000741
01-01-00742,Test Product 742,MAT00742,400000000742
01-01-00743,Test Product 743,MAT00743,400000000743
01-01-00744,Test Product 744,MAT00744,400000000744
01-01-00745,Test Product 745,MAT00745,400000000745
01-01-00746,Test Product 746,MAT00746,400000000746
01-01-00747,Test Product 747,MAT00747,400000000747
01-01-00748,Test Product 748,MAT00748,400000000748
01-01-00749,Test Product 749,MAT00749,400000000749
01-01-00750,Test Product 750,MAT00750,400000000750
01-01-00751,Test Product 751,MAT00751,400000000751
01-01-00752,Test Product 752,MAT00752,400000000752
01-01-00753,Test Product 753,MAT00753,400000000753
01-01-00754,Test Product 754,MAT00754,400000000754
01-01-00755,Test Product 755,MAT00755,400000000755
01-01-00756,Test Product 756,MAT00756,400000000756
01-01-00757,Test Product 757,MAT00757,400000000757
01-01-00758,Test Product 758,MAT00758,400000000758
01-01-00759,Test Product 759,MAT00759,400000000759
01-01-00760,Test Product 760,MAT00760,400000000760
01-01-00761,Test Product 761,MAT00761,400000000761
01-01-00762,Test Product 762,MAT00762,400000000762
01-01-00763,Test Product 763,MAT00763,400000000763
01-01-00764,Test Product 764,MAT00764,400000000764
01-01-00765,Test Product 765,MAT00765,400000000765
01-01-00766,Test Product 766,MAT00766,400000000766
01-01-00767,Test Product 767,MAT00767,400000000767
01-01-00768,Test Product 768,MAT00768,400000000768
01-01-00769,Test Product 769,MAT00769,400000000769
01-01-00770,Test Product 770,MAT00770,400000000770
01-01-00771,Test Product 771,MAT00771,400000000771
01-01-00772,Test Product 772,MAT00772,400000000772
01-01-00773,Test Product 773,MAT00773,400000000773
01-01-00774,Test Product 774,MAT00774,400000000774
01-01-00775,Test Product 775,MAT00775,400000000775
01-01-00776,Test Product 776,MAT00776,400000000776
01-01-00777,Test Product 777,MAT00777,400000000777
01-01-00778,Test Product 778,MAT00778,400000000778
01-01-00779,Test Product 779,MAT00779,400000000779
01-01-00780,Test Product 780,MAT00780,400000000780
01-01-00781,Test Product 781,MAT00781,400000000781
01-01-00782,Test Product 782,MAT00782,400000000782
01-01-00783,Test Product 783,MAT00783,400000000783
01-01-00784,Test Product 784,MAT00784,400000000784
01-01-00785,Test Product 785,MAT00785,400000000785
01-01-00786,Test Product 786,MAT00786,400000000786
01-01-00787,Test Product 787,MAT00787,400000000787
01-01-00788,Test Product 788,MAT00788,400000000788
01-01-00789,Test Product 789,MAT00789,400000000789
01-01-00790,Test Product 790,MAT00790,400000000790
01-01-00791,Test Product 791,MAT00791,400000000791
01-01-00792,Test Product 792,MAT00792,400000000792
01-01-00793,Test Product 793,MAT00793,400000000793
01-01-00794,Test Product 794,MAT00794,400000000794
01-01-00795,Test Product 795,MAT00795,400000000795
01-01-00796,Test Product 796,MAT00796,400000000796
01-01-00797,Test Product 797,MAT00797,400000000797
01-01-00798,Test Product 798,MAT00798,400000000798
01-01-00799,Test Product 799,MAT00799,400000000799
01-01-00800,Test Product 800,MAT00800,400000000800
01-01-00801,Test Product 801,MAT00801,400000000801
01-01-00802,Test Product 802,MAT00802,400000000802
01-01-00803,Test Product 803,MAT00803,400000000803
01-01-00804,Test Product 804,MAT00804,400000000804
01-01-00805,Test Product 805,MAT00805,400000000805
01-01-00806,Test Product 806,MAT00806,400000000806
01-01-00807,Test Product 807,MAT00807,400000000807
01-01-00808,Test Product 808,MAT00808,400000000808
01-01-00809,Test Product 809,MAT00809,400000000809
01-01-00810,Test Product 810,MAT00810,400000000810
01-01-00811,Test Product 811,MAT00811,400000000811
01-01-00812,Test Product 812,MAT00812,400000000812
01-01-00813,Test Product 813,MAT00813,400000000813
01-01-00814,Test Product 814,MAT00814,400000000814
01-01-00815,Test Product 815,MAT00815,400000000815
01-01-00816,Test Product 816,MAT00816,400000000816
01-01-00817,Test Product 817,MAT00817,400000000817
01-01-00818,Test Product 818,MAT00818,400000000818
01-01-00819,Test Product 819,MAT00819,400000000819
01-01-00820,Test Product 820,MAT00820,400000000820
01-01-00821,Test Product 821,MAT00821,400000000821
01-01-00822,Test Product 822,MAT00822,400000000822
01-01-00823,Test Product 823,MAT00823,400000000823
01-01-00824,Test Product 824,MAT00824,400000000824
01-01-00825,Test Product 825,MAT00825,400000000825
01-01-00826,Test Product 826,MAT00826,400000000826
01-01-00827,Test Product 827,MAT00827,400000000827
01-01-00828,Test Product 828,MAT00828,400000000828
01-01-00829,Test Product 829,MAT00829,400000000829
01-01-00830,Test Product 830,MAT00830,400000000830
01-01-00831,Test Product 831,MAT00831,400000000831
01-01-00832,Test Product 832,MAT00832,400000000832
01-01-00833,Test Product 833,MAT00833,400000000833
01-01-00834,Test Product 834,MAT00834,400000000834
01-01-00835,Test Product 835,MAT00835,400000000835
01-01-00836,Test Product 836,MAT00836,400000000836
01-01-00837,Test Product 837,MAT00837,400000000837
01-01-00838,Test Product 838,MAT00838,400000000838
01-01-00839,Test Product 839,MAT00839,400000000839
01-01-00840,Test Product 840,MAT00840,400000000840
01-01-00841,Test Product 841,MAT00841,400000000841
01-01-00842,Test Product 842,MAT00842,400000000842
01-01-00843,Test Product 843,MAT00843,400000000843
01-01-00844,Test Product 844,MAT00844,400000000844
01-01-00845,Test Product 845,MAT00845,400000000845
01-01-00846,Test Product 846,MAT00846,400000000846
01-01-00847,Test Product 847,MAT00847,400000000847
01-01-00848,Test Product 848,MAT00848,400000000848
01-01-00849,Test Product 849,MAT00849,400000000849
01-01-00850,Test Product 850,MAT00850,400000000850
01-01-00851,Test Product 851,MAT00851,400000000851
01-01-00852,Test Product 852,MAT00852,400000000852
01-01-00853,Test Product 853,MAT00853,400000000853
01-01-00854,Test Product 854,MAT00854,400000000854
01-01-00855,Test Product 855,MAT00855,400000000855
01-01-00856,Test Product 856,MAT00856,400000000856
01-01-00857,Test Product 857,MAT00857,400000000857
01-01-00858,Test Product 858,MAT00858,400000000858
01-01-00859,Test Product 859,MAT00859,400000000859
01-01-00860,Test Product 860,MAT00860,400000000860
01-01-00861,Test Product 861,MAT00861,400000000861
01-01-00862,Test Product 862,MAT00862,400000000862
01-01-00863,Test Product 863,MAT00863,400000000863
01-01-00864,Test Product 864,MAT00864,400000000864
01-01-00865,Test Product 865,MAT00865,400000000865
01-01-00866,Test Product 866,MAT00866,400000000866
01-01-00867,Test Product 867,MAT00867,400000000867
01-01-00868,Test Product 868,MAT00868,400000000868
01-01-00869,Test Product 869,MAT00869,400000000869
01-01-00870,Test Product 870,MAT00870,400000000870
01-01-00871,Test Product 871,MAT00871,400000000871
01-01-00872,Test Product 872,MAT00872,400000000872
01-01-00873,Test Product 873,MAT00873,400000000873
01-01-00874,Test Product 874,MAT00874,400000000874
01-01-00875,Test Product 875,MAT00875,400000000875
